year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_total_hc_pnp
2017,NUTS,2010,UKD3,2,5.0
2018,NUTS,2010,UKD3,2,5.0
2011,NUTS,2010,UKD4,2,27.0
2012,NUTS,2010,UKD4,2,28.0
2013,NUTS,2010,UKD4,2,3.0
2014,NUTS,2010,UKD4,2,3.0
2015,NUTS,2010,UKD4,2,0.0
2016,NUTS,2010,UKD4,2,0.0
2017,NUTS,2010,UKD4,2,0.0
2018,NUTS,2010,UKD4,2,0.0
2011,NUTS,2010,UKD6,2,4.0
2012,NUTS,2010,UKD6,2,4.0
2013,NUTS,2010,UKD6,2,4.0
2014,NUTS,2010,UKD6,2,4.0
2015,NUTS,2010,UKD6,2,4.0
2016,NUTS,2010,UKD6,2,4.0
2017,NUTS,2010,UKD6,2,4.0
2018,NUTS,2010,UKD6,2,5.0
2011,NUTS,2010,UKD7,2,6.0
2012,NUTS,2010,UKD7,2,6.0
2013,NUTS,2010,UKD7,2,212.0
2014,NUTS,2010,UKD7,2,216.0
2015,NUTS,2010,UKD7,2,13.0
2016,NUTS,2010,UKD7,2,13.0
2017,NUTS,2010,UKD7,2,14.0
2018,NUTS,2010,UKD7,2,15.0
2011,NUTS,2010,UKE,1,29.0
2012,NUTS,2010,UKE,1,30.0
2013,NUTS,2010,UKE,1,74.0
2014,NUTS,2010,UKE,1,75.0
2015,NUTS,2010,UKE,1,98.0
2016,NUTS,2010,UKE,1,99.0
2017,NUTS,2010,UKE,1,108.0
2018,NUTS,2010,UKE,1,115.0
2011,NUTS,2010,UKE1,2,0.0
2012,NUTS,2010,UKE1,2,0.0
2013,NUTS,2010,UKE1,2,0.0
2014,NUTS,2010,UKE1,2,0.0
2015,NUTS,2010,UKE1,2,0.0
2016,NUTS,2010,UKE1,2,0.0
2017,NUTS,2010,UKE1,2,0.0
2018,NUTS,2010,UKE1,2,0.0
2011,NUTS,2010,UKE2,2,0.0
2012,NUTS,2010,UKE2,2,0.0
2013,NUTS,2010,UKE2,2,2.0
2014,NUTS,2010,UKE2,2,2.0
2015,NUTS,2010,UKE2,2,0.0
2016,NUTS,2010,UKE2,2,0.0
2017,NUTS,2010,UKE2,2,0.0
2018,NUTS,2010,UKE2,2,0.0
2011,NUTS,2010,UKE3,2,29.0
2012,NUTS,2010,UKE3,2,30.0
2013,NUTS,2010,UKE3,2,41.0
2014,NUTS,2010,UKE3,2,42.0
2015,NUTS,2010,UKE3,2,81.0
2016,NUTS,2010,UKE3,2,82.0
2017,NUTS,2010,UKE3,2,89.0
2018,NUTS,2010,UKE3,2,95.0
2011,NUTS,2010,UKE4,2,0.0
2012,NUTS,2010,UKE4,2,0.0
2013,NUTS,2010,UKE4,2,30.0
2014,NUTS,2010,UKE4,2,31.0
2015,NUTS,2010,UKE4,2,17.0
2016,NUTS,2010,UKE4,2,17.0
2017,NUTS,2010,UKE4,2,19.0
2018,NUTS,2010,UKE4,2,20.0
2011,NUTS,2010,UKF,1,47.0
2012,NUTS,2010,UKF,1,49.0
2013,NUTS,2010,UKF,1,158.0
2014,NUTS,2010,UKF,1,161.0
2015,NUTS,2010,UKF,1,29.0
2016,NUTS,2010,UKF,1,29.0
2017,NUTS,2010,UKF,1,32.0
2018,NUTS,2010,UKF,1,34.0
2011,NUTS,2010,UKF1,2,5.0
2012,NUTS,2010,UKF1,2,5.0
2013,NUTS,2010,UKF1,2,9.0
2014,NUTS,2010,UKF1,2,9.0
2015,NUTS,2010,UKF1,2,0.0
2016,NUTS,2010,UKF1,2,0.0
2017,NUTS,2010,UKF1,2,0.0
2018,NUTS,2010,UKF1,2,0.0
2011,NUTS,2010,UKF2,2,42.0
2012,NUTS,2010,UKF2,2,44.0
2013,NUTS,2010,UKF2,2,147.0
2014,NUTS,2010,UKF2,2,150.0
2015,NUTS,2010,UKF2,2,29.0
2016,NUTS,2010,UKF2,2,29.0
2017,NUTS,2010,UKF2,2,32.0
2018,NUTS,2010,UKF2,2,34.0
2011,NUTS,2010,UKF3,2,0.0
2012,NUTS,2010,UKF3,2,0.0
2013,NUTS,2010,UKF3,2,2.0
2014,NUTS,2010,UKF3,2,2.0
2015,NUTS,2010,UKF3,2,0.0
2016,NUTS,2010,UKF3,2,0.0
2017,NUTS,2010,UKF3,2,0.0
2018,NUTS,2010,UKF3,2,0.0
2011,NUTS,2010,UKG,1,43.0
2012,NUTS,2010,UKG,1,45.0
2013,NUTS,2010,UKG,1,16.0
2014,NUTS,2010,UKG,1,16.0
2015,NUTS,2010,UKG,1,24.0
2016,NUTS,2010,UKG,1,24.0
2017,NUTS,2010,UKG,1,26.0
2018,NUTS,2010,UKG,1,28.0
2011,NUTS,2010,UKG1,2,23.0
2012,NUTS,2010,UKG1,2,24.0
2013,NUTS,2010,UKG1,2,2.0
2014,NUTS,2010,UKG1,2,2.0
2015,NUTS,2010,UKG1,2,0.0
2016,NUTS,2010,UKG1,2,0.0
2017,NUTS,2010,UKG1,2,0.0
2018,NUTS,2010,UKG1,2,0.0
2011,NUTS,2010,UKG2,2,10.0
2012,NUTS,2010,UKG2,2,10.0
2013,NUTS,2010,UKG2,2,12.0
2014,NUTS,2010,UKG2,2,12.0
2015,NUTS,2010,UKG2,2,4.0
2016,NUTS,2010,UKG2,2,4.0
2017,NUTS,2010,UKG2,2,4.0
2018,NUTS,2010,UKG2,2,5.0
2011,NUTS,2010,UKG3,2,10.0
2012,NUTS,2010,UKG3,2,10.0
2013,NUTS,2010,UKG3,2,2.0
2014,NUTS,2010,UKG3,2,2.0
2015,NUTS,2010,UKG3,2,20.0
2016,NUTS,2010,UKG3,2,20.0
2017,NUTS,2010,UKG3,2,22.0
2018,NUTS,2010,UKG3,2,23.0
2011,NUTS,2010,UKH,1,2519.0
2012,NUTS,2010,UKH,1,2615.0
2013,NUTS,2010,UKH,1,2940.0
2014,NUTS,2010,UKH,1,2996.0
2015,NUTS,2010,UKH,1,3073.0
2016,NUTS,2010,UKH,1,3120.0
2017,NUTS,2010,UKH,1,3398.0
2018,NUTS,2010,UKH,1,3610.0
2011,NUTS,2010,UKH1,2,2307.0
2012,NUTS,2010,UKH1,2,2395.0
2013,NUTS,2010,UKH1,2,2095.0
2014,NUTS,2010,UKH1,2,2135.0
2015,NUTS,2010,UKH1,2,2182.0
2016,NUTS,2010,UKH1,2,2216.0
2017,NUTS,2010,UKH1,2,2414.0
2018,NUTS,2010,UKH1,2,2564.0
2011,NUTS,2010,UKH2,2,212.0
2012,NUTS,2010,UKH2,2,220.0
2013,NUTS,2010,UKH2,2,820.0
2014,NUTS,2010,UKH2,2,836.0
2015,NUTS,2010,UKH2,2,890.0
2016,NUTS,2010,UKH2,2,904.0
2017,NUTS,2010,UKH2,2,985.0
2018,NUTS,2010,UKH2,2,1046.0
2011,NUTS,2010,UKH3,2,0.0
2012,NUTS,2010,UKH3,2,0.0
2013,NUTS,2010,UKH3,2,25.0
2014,NUTS,2010,UKH3,2,26.0
2015,NUTS,2010,UKH3,2,0.0
2016,NUTS,2010,UKH3,2,0.0
2017,NUTS,2010,UKH3,2,0.0
2018,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,2712.0
2012,NUTS,2010,UKI,1,2816.0
2013,NUTS,2010,UKI,1,1483.0
2014,NUTS,2010,UKI,1,1512.0
2015,NUTS,2010,UKI,1,2164.0
2016,NUTS,2010,UKI,1,2197.0
2017,NUTS,2010,UKI,1,2393.0
2018,NUTS,2010,UKI,1,2542.0
2011,NUTS,2010,UKI3,2,2420.0
2012,NUTS,2010,UKI3,2,2513.0
2013,NUTS,2010,UKI3,2,872.0
2014,NUTS,2010,UKI3,2,889.0
2015,NUTS,2010,UKI3,2,1090.0
2016,NUTS,2010,UKI3,2,1106.0
2017,NUTS,2010,UKI3,2,1205.0
2018,NUTS,2010,UKI3,2,1280.0
2011,NUTS,2010,UKI4,2,181.0
2012,NUTS,2010,UKI4,2,188.0
2013,NUTS,2010,UKI4,2,63.0
2014,NUTS,2010,UKI4,2,64.0
2015,NUTS,2010,UKI4,2,179.0
2016,NUTS,2010,UKI4,2,181.0
2017,NUTS,2010,UKI4,2,198.0
2018,NUTS,2010,UKI4,2,210.0
2011,NUTS,2010,UKI5,2,2.0
2012,NUTS,2010,UKI5,2,2.0
2013,NUTS,2010,UKI5,2,0.0
2014,NUTS,2010,UKI5,2,0.0
2015,NUTS,2010,UKI5,2,27.0
2016,NUTS,2010,UKI5,2,27.0
2017,NUTS,2010,UKI5,2,30.0
2018,NUTS,2010,UKI5,2,32.0
2011,NUTS,2010,UKI6,2,0.0
2012,NUTS,2010,UKI6,2,0.0
2013,NUTS,2010,UKI6,2,548.0
2014,NUTS,2010,UKI6,2,558.0
2015,NUTS,2010,UKI6,2,248.0
2016,NUTS,2010,UKI6,2,252.0
2017,NUTS,2010,UKI6,2,274.0
2018,NUTS,2010,UKI6,2,291.0
2011,NUTS,2010,UKI7,2,109.0
2012,NUTS,2010,UKI7,2,113.0
2013,NUTS,2010,UKI7,2,0.0
2014,NUTS,2010,UKI7,2,0.0
2015,NUTS,2010,UKI7,2,621.0
2016,NUTS,2010,UKI7,2,631.0
2017,NUTS,2010,UKI7,2,687.0
2018,NUTS,2010,UKI7,2,730.0
2011,NUTS,2010,UKJ,1,1301.0
2012,NUTS,2010,UKJ,1,1351.0
2013,NUTS,2010,UKJ,1,693.0
2014,NUTS,2010,UKJ,1,707.0
2015,NUTS,2010,UKJ,1,1163.0
2016,NUTS,2010,UKJ,1,1181.0
2017,NUTS,2010,UKJ,1,1287.0
2018,NUTS,2010,UKJ,1,1367.0
2011,NUTS,2010,UKJ1,2,1059.0
2012,NUTS,2010,UKJ1,2,1100.0
2013,NUTS,2010,UKJ1,2,480.0
2014,NUTS,2010,UKJ1,2,489.0
2015,NUTS,2010,UKJ1,2,537.0
2016,NUTS,2010,UKJ1,2,545.0
2017,NUTS,2010,UKJ1,2,594.0
2018,NUTS,2010,UKJ1,2,631.0
2011,NUTS,2010,UKJ2,2,223.0
2012,NUTS,2010,UKJ2,2,232.0
2013,NUTS,2010,UKJ2,2,182.0
2014,NUTS,2010,UKJ2,2,186.0
2015,NUTS,2010,UKJ2,2,561.0
2016,NUTS,2010,UKJ2,2,570.0
2017,NUTS,2010,UKJ2,2,621.0
2018,NUTS,2010,UKJ2,2,659.0
2011,NUTS,2010,UKJ3,2,19.0
2012,NUTS,2010,UKJ3,2,20.0
2013,NUTS,2010,UKJ3,2,29.0
2014,NUTS,2010,UKJ3,2,30.0
2015,NUTS,2010,UKJ3,2,65.0
2016,NUTS,2010,UKJ3,2,66.0
2017,NUTS,2010,UKJ3,2,72.0
2018,NUTS,2010,UKJ3,2,76.0
2011,NUTS,2010,UKJ4,2,0.0
2012,NUTS,2010,UKJ4,2,0.0
2013,NUTS,2010,UKJ4,2,2.0
2014,NUTS,2010,UKJ4,2,2.0
2015,NUTS,2010,UKJ4,2,0.0
2016,NUTS,2010,UKJ4,2,0.0
2017,NUTS,2010,UKJ4,2,0.0
2018,NUTS,2010,UKJ4,2,0.0
2011,NUTS,2010,UKK,1,117.0
2012,NUTS,2010,UKK,1,122.0
2013,NUTS,2010,UKK,1,303.0
2014,NUTS,2010,UKK,1,309.0
2015,NUTS,2010,UKK,1,336.0
2016,NUTS,2010,UKK,1,341.0
2017,NUTS,2010,UKK,1,371.0
2018,NUTS,2010,UKK,1,394.0
2011,NUTS,2010,UKK1,2,21.0
2012,NUTS,2010,UKK1,2,22.0
2013,NUTS,2010,UKK1,2,37.0
2014,NUTS,2010,UKK1,2,38.0
2015,NUTS,2010,UKK1,2,40.0
2016,NUTS,2010,UKK1,2,41.0
2017,NUTS,2010,UKK1,2,44.0
2018,NUTS,2010,UKK1,2,47.0
2011,NUTS,2010,UKK2,2,0.0
2012,NUTS,2010,UKK2,2,0.0
2013,NUTS,2010,UKK2,2,54.0
2014,NUTS,2010,UKK2,2,55.0
2015,NUTS,2010,UKK2,2,41.0
2016,NUTS,2010,UKK2,2,42.0
2017,NUTS,2010,UKK2,2,45.0
2018,NUTS,2010,UKK2,2,48.0
2011,NUTS,2010,UKK3,2,0.0
2012,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2014,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2016,NUTS,2010,UKK3,2,0.0
2017,NUTS,2010,UKK3,2,0.0
2018,NUTS,2010,UKK3,2,0.0
2011,NUTS,2010,UKK4,2,96.0
2012,NUTS,2010,UKK4,2,100.0
2013,NUTS,2010,UKK4,2,212.0
2014,NUTS,2010,UKK4,2,216.0
2015,NUTS,2010,UKK4,2,255.0
2016,NUTS,2010,UKK4,2,259.0
2017,NUTS,2010,UKK4,2,282.0
2018,NUTS,2010,UKK4,2,299.0
2011,NUTS,2010,UKL,1,27.0
2012,NUTS,2010,UKL,1,28.0
2013,NUTS,2010,UKL,1,41.0
2014,NUTS,2010,UKL,1,42.0
2015,NUTS,2010,UKL,1,37.0
2016,NUTS,2010,UKL,1,37.0
2017,NUTS,2010,UKL,1,40.0
2018,NUTS,2010,UKL,1,43.0
2011,NUTS,2010,UKL1,2,27.0
2012,NUTS,2010,UKL1,2,28.0
2013,NUTS,2010,UKL1,2,39.0
2014,NUTS,2010,UKL1,2,40.0
2015,NUTS,2010,UKL1,2,37.0
2016,NUTS,2010,UKL1,2,37.0
2017,NUTS,2010,UKL1,2,40.0
2018,NUTS,2010,UKL1,2,43.0
2011,NUTS,2010,UKL2,2,0.0
2012,NUTS,2010,UKL2,2,0.0
2013,NUTS,2010,UKL2,2,2.0
2014,NUTS,2010,UKL2,2,2.0
2015,NUTS,2010,UKL2,2,0.0
2016,NUTS,2010,UKL2,2,0.0
2017,NUTS,2010,UKL2,2,0.0
2018,NUTS,2010,UKL2,2,0.0
2011,NUTS,2010,UKM,1,133.0
2012,NUTS,2010,UKM,1,138.0
2013,NUTS,2010,UKM,1,137.0
2014,NUTS,2010,UKM,1,139.0
2015,NUTS,2010,UKM,1,413.0
2016,NUTS,2010,UKM,1,420.0
2017,NUTS,2010,UKM,1,457.0
2018,NUTS,2010,UKM,1,486.0
2012,NUTS,2010,UKM2,2,75.0
2013,NUTS,2010,UKM2,2,77.0
2014,NUTS,2010,UKM2,2,79.0
2015,NUTS,2010,UKM2,2,80.0
2016,NUTS,2010,UKM2,2,81.0
2017,NUTS,2010,UKM2,2,88.0
2012,NUTS,2010,UKM3,2,8.0
2013,NUTS,2010,UKM3,2,5.0
2014,NUTS,2010,UKM3,2,5.0
2015,NUTS,2010,UKM3,2,279.0
2016,NUTS,2010,UKM3,2,283.0
2017,NUTS,2010,UKM3,2,308.0
2012,NUTS,2010,UKM5,2,0.0
2013,NUTS,2010,UKM5,2,0.0
2014,NUTS,2010,UKM5,2,0.0
2015,NUTS,2010,UKM5,2,0.0
2016,NUTS,2010,UKM5,2,0.0
2017,NUTS,2010,UKM5,2,0.0
2018,NUTS,2010,UKM5,2,0.0
2012,NUTS,2010,UKM6,2,55.0
2013,NUTS,2010,UKM6,2,55.0
2014,NUTS,2010,UKM6,2,56.0
2015,NUTS,2010,UKM6,2,55.0
2016,NUTS,2010,UKM6,2,56.0
2017,NUTS,2010,UKM6,2,61.0
2018,NUTS,2010,UKM6,2,65.0
2014,NUTS,2010,UKM7,2,79.0
2015,NUTS,2010,UKM7,2,80.0
2016,NUTS,2010,UKM7,2,81.0
2017,NUTS,2010,UKM7,2,88.0
2018,NUTS,2010,UKM7,2,93.0
2014,NUTS,2010,UKM8,2,5.0
2015,NUTS,2010,UKM8,2,279.0
2016,NUTS,2010,UKM8,2,283.0
2017,NUTS,2010,UKM8,2,308.0
2018,NUTS,2010,UKM8,2,328.0
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,1.0
2012,NUTS,2010,UKN,1,1.0
2013,NUTS,2010,UKN,1,1.0
2014,NUTS,2010,UKN,1,1.0
2015,NUTS,2010,UKN,1,5.0
2016,NUTS,2010,UKN,1,5.0
2017,NUTS,2010,UKN,1,6.0
2018,NUTS,2010,UKN,1,6.0
2011,NUTS,2010,UKN0,2,1.0
2012,NUTS,2010,UKN0,2,1.0
2013,NUTS,2010,UKN0,2,1.0
2014,NUTS,2010,UKN0,2,1.0
2015,NUTS,2010,UKN0,2,5.0
2016,NUTS,2010,UKN0,2,5.0
2017,NUTS,2010,UKN0,2,6.0
2018,NUTS,2010,UKN0,2,6.0
